"YEAR";"T.SUM";"PHASE";"DOY"
1997;1154,59487800712;15;123
1997;1002,10645338041;15;117
1997;1677,03045027474;15;124
1997;994,568915050495;15;117
1997;1686,59445103716;15;131
1997;1067,52961105755;15;121
1997;836,802489934075;15;109
1997;2111,84010390128;15;137
1997;1849,02116592586;15;132
1997;1528,45111024665;15;121
1997;1042,15827723783;15;119
1997;1626,2211751197;15;125
1997;1039,81214236893;15;128
1997;1651,1334299332;15;126
1997;857,729582632749;15;111
1997;1466,38751760625;15;128
1997;1219,08111965032;15;110
1997;2223,74385097954;15;140
1997;1367,65720533645;15;127
1997;1335,99402476914;15;127
1997;1191,63666554451;15;104
1997;1124,76502769477;15;109
1997;2158,63744667575;15;140
1997;983,68158440378;15;123
1997;1696,38516473736;15;129
1997;1577,10083933904;15;130
1997;880,346654622825;15;112
1997;1458,59036233562;15;126
1997;1259,78732550413;15;115
1997;918,249583432415;15;113
1997;1159,42705643832;15;126
1997;884,656813223749;15;117
1997;1157,74924363907;15;108
1997;1501,14562953369;15;123
1997;1015,16380807505;15;118
1997;969,328310089102;15;123
1997;1051,85389900685;15;112
1997;1271,64086757348;15;126
1997;998,345739630685;15;128
1997;1247,04114827189;15;126
1997;1127,06940740937;15;130
1997;1527,39637999525;15;124
1997;1340,96645189862;15;120
1997;1199,88373552678;15;118
1997;2136,98827758016;15;140
1997;1535,449162915;15;135
1997;1038,63940243956;15;116
1997;1287,00077185948;15;130
1997;1355,76333676515;15;129
1997;1009,96405472973;15;122
1997;1658,02871034733;15;134
1997;1344,58736211513;15;120
1997;1721,21641476293;15;137
1997;953,688079674078;15;114
1997;1334,70959885278;15;129
1997;1385,07720699164;15;120
1997;1266,48372615436;15;126
1997;1461,78514603406;15;136
1997;1337,56672073488;15;104
1997;985,368392212674;15;124
1997;1613,07061597096;15;127
1997;1162,47992309194;15;130
1997;1461,22275063245;15;129
1997;1447,73070814272;15;131
1997;1389,69919026997;15;117
1997;1535,29840963726;15;122
1997;1168,47333213661;15;122
1997;887,588017405701;15;125
1997;1322,5928746213;15;108
1997;1320,31860966388;15;130
1997;1375,32359645468;15;111
1997;1305,50606545968;15;133
1997;1486,0364957046;15;122
1997;1057,84601619248;15;115
1997;2992,43394396338;18;153
1997;2903,58384945915;18;148
1997;3539,93784826132;18;162
1997;3050,6565209931;18;154
1997;2498,5353633414;18;155
1997;2363,57411981221;18;145
1997;2558,23246414019;18;146
1997;3143,45487087615;18;157
1997;2579,7177491677;18;159
1997;2871,02202851492;18;161
1997;3133,4735031983;18;165
1997;3124,12877818752;18;162
1997;3119,77824679893;18;167
1997;2823,35176230668;18;160
1997;3775,50484476631;18;160
1997;2340,71352990898;18;160
1997;3629,59452387792;18;167
1997;3090,41408335719;18;155
1997;3214,30979517977;18;165
1997;2931,85820425215;18;162
1997;3344,8408189663;18;166
1997;2766,98037612811;18;164
1997;3648,06447847855;18;169
1997;2869,18736890312;18;160
1997;2502,15492225181;18;158
1997;3142,68786959204;18;162
1997;2787,40977862744;18;161
1997;2993,43737134019;18;158
1997;3656,95268602751;18;164
1997;2605,61238603529;18;160
1997;2379,39644739423;18;156
1997;3573,6308329651;18;162
1997;2989,24431818028;18;153
1997;3392,10814432392;18;161
1997;2640,77160347606;18;162
1997;2747,95550962697;18;164
1997;2431,40955270221;18;158
1997;2864,76458213668;18;160
1997;3010,93714944997;18;160
1997;2831,76165246485;18;160
1997;2834,76645125412;18;161
1997;2635,86589008468;18;160
1997;3109,25818839624;18;159
1997;3964,08574181664;18;152
1997;2497,40750533228;18;148
1997;2257,75198040279;18;155
1997;2870,84111628001;18;157
1997;2666,990017682;18;151
1997;3821,82029459453;18;148
1997;2776,25450459011;18;158
1997;2729,92741954548;18;161
1997;3538,50607513014;18;154
1997;4039,89561534032;18;170
1997;3169,87455357903;18;160
1997;3078,08036295988;18;159
1997;3294,66768163195;18;161
1997;3080,17357650222;18;161
1997;2840,76001572962;18;154
1997;2839,19007018875;18;156
1997;3558,97624040028;18;164
1997;2844,9975461915;18;156
1997;2912,68120619904;18;147
1997;2655,99510513685;18;157
1997;3111,78514918348;18;159
1997;3799,92738492141;18;150
1997;2903,02423209613;18;157
1997;3294,85351720225;18;161
1997;3305,2614630334;18;159
1997;2901,23606891826;18;159
1997;3045,83437503212;18;161
1997;3450,57464831523;18;153
1997;2366,01376882307;18;154
1997;2726,09059007723;18;156
1997;3014,5777681577;18;156
1997;3300,33669707199;18;164
1997;3660,9378023862;18;159
1997;2806,2862786881;18;158
1997;2946,86249665857;18;157
1997;2790,78231855862;18;156
1997;3566,58068194567;18;157
1997;2826,10042958712;18;160
1997;2685,95650476321;18;155
1997;2384,85210638074;18;154
1997;2920,34629716677;18;154
1997;2849,4707185844;18;163
1997;3353,89743447446;18;160
1997;3049,46558230927;18;159
1997;3377,47736991916;18;170
1997;3456,86942920754;18;162
1997;3044,37849211601;18;160
1997;3118,16889918385;18;156
1997;2777,16309645304;18;161
1997;3121,6220261133;18;159
1997;3885,50570565431;18;156
1997;3322,2817694096;18;148
1997;2594,07294583464;18;154
1997;2692,52555253377;18;157
1997;2625,86089916477;18;153
1997;2960,06823507824;18;161
1997;3888,73205698965;18;163
1997;2868,58349991705;18;159
1997;2614,25978094405;18;151
1997;2602,62342329742;18;149
1997;4160,753856969;18;167
1997;3102,39907319797;18;152
1997;3069,14929573377;18;164
1997;2948,19823963587;18;164
1997;3019,84799603296;18;162
1997;2970,38041302334;18;154
1997;3389,68189338408;18;159
1997;3169,35832742125;18;159
1997;3181,28162193106;18;163
1997;2901,29461859156;18;147
1997;2573,95771151118;18;157
1997;3150,79398037685;18;163
1997;2820,97556739937;18;148
1997;2954,51291305926;18;156
1997;2700,83439470097;18;157
1997;2595,52131945143;18;151
1997;2922,32862230249;18;159
1997;3217,89403805145;18;163
1997;2812,071274141;18;150
1997;3297,94471545825;18;168
1997;3183,23098086513;18;156
1997;3476,28115809832;18;162
1997;2598,31465043147;18;154
1997;2844,32456415561;18;159
1997;3645,85780161815;18;159
1997;2620,64722987729;18;155
1997;3254,39472515593;18;161
1997;2572,41434291562;18;152
1997;3073,77625196634;18;158
1997;3585,40180264993;18;158
1997;3233,97539852952;18;162
1997;2705,75012934774;18;157
1997;3490,29612419009;18;158
1997;3277,43081058656;18;155
1997;3417,49479122038;18;159
1997;3462,78816889408;18;165
1997;3234,47614174603;18;145
1997;3223,19585439389;18;158
1997;2684,87466105861;18;150
1997;4187,16449560871;18;166
1997;2877,86953768235;18;156
1997;3191,16892800742;18;157
1997;3365,90439753791;18;150
1997;2746,5794361856;18;155
1997;3167,4885206008;18;158
1997;3316,67022813761;18;147
1997;3998,44938687292;18;166
1997;2382,91700102861;18;150
1997;2867,95159403665;18;159
1997;2771,9848722358;18;153
1997;3030,47218096182;18;156
1997;3472,01348907231;18;159
1997;3067,90722518352;18;161
1997;3299,23870606369;18;152
1997;3135,74406727438;18;160
1997;2581,71666064687;18;150
1997;3150,80694439104;18;157
1997;3101,58562446651;18;148
1997;2481,39316277744;18;156
1997;2688,13830047122;18;153
1997;3133,67438730257;18;162
1997;3257,35733631017;18;162
1997;3033,92108537154;18;155
1997;3758,12602403593;18;155
1997;2796,6870288548;18;156
1997;2975,77260732751;18;161
1997;3157,21825541147;18;161
1997;2948,34119059897;18;147
1997;3537,51281365303;18;160
1997;3228,74854005519;18;158
1997;2466,46057063689;18;164
1997;3205,63139933983;18;157
1997;3212,80767582685;18;146
1997;2887,36262251437;18;155
1997;3983,25485405043;18;160
1997;3643,04863758663;18;149
1997;3842,50468589848;18;152
1997;2816,26326343203;18;160
1997;2254,09846060183;18;156
1997;2896,80678290566;18;158
1997;2896,05328178185;18;162
1997;2877,31201578966;18;154
1997;2936,40688484582;18;160
1997;3819,56243598188;18;164
1997;3451,4344745797;18;147
1997;3668,1157957457;18;149
1997;4028,62963535707;18;148
1997;2791,92946566624;18;159
1997;3451,48461453406;18;151
1997;4196,34258872804;18;159
1997;3003,84750894565;18;157
1997;2422,59772010744;18;150
1997;3523,20746137023;18;149
1997;3024,04795459897;18;159
1997;3358,41504771932;18;158
1997;2830,80449401369;18;157
1997;3298,80919194422;18;163
1997;3169,74343361263;18;157
1997;3612,3309513212;18;169
1997;3329,86700842065;18;155
1997;3039,58350734383;18;161
1997;3030,65224672592;18;160
1997;3235,86959421119;18;158
1997;3023,91927840731;18;160
1997;3046,5176635842;18;167
1997;3764,72700141784;18;155
1997;2760,39797768634;18;159
1997;3561,74766014593;18;153
1997;2927,41149731057;18;161
1997;3134,21637467934;18;147
1997;2115,55201554468;18;152
1997;2792,34613972411;18;151
1997;3959,78497749171;18;155
1997;4065,27252472971;18;157
1997;2967,45141741717;18;159
1997;3210,75250317036;18;160
1997;3032,97198983055;18;159
1997;2954,21271510653;18;160
1997;3825,96064538446;18;162
1997;2920,52529065375;18;157
1997;3591,9862652273;18;151
1997;3183,59793372898;18;159
1997;3105,85567012332;18;146
1997;3578,9810133905;18;151
1997;4341,64375457527;18;163
1997;3014,08361647386;18;157
1997;2806,44620739631;18;150
1997;3162,71317481286;18;157
1997;2778,25330442733;18;150
1997;3314,63721948879;18;153
1997;3076,10969845878;18;146
1997;3465,63681146521;18;161
1997;3462,28874013681;18;165
1997;3110,74257386987;18;150
1997;2958,16149182878;18;156
1997;3336,06231399258;18;159
1997;2827,84990937759;18;145
1997;2883,90286348721;18;149
1997;2761,3787173105;18;145
1997;3775,93690864785;18;155
1997;2199,27181194526;18;154
1997;3489,76217360425;18;156
1997;2450,84415156701;18;148
1997;2910,47144622971;18;158
1997;2815,16964524608;18;150
1997;2455,55971524638;18;154
1997;2827,65346541969;18;160
1997;3923,20619859908;18;161
1997;4086,74057012223;18;166
1997;2954,39068010582;18;157
1997;3955,95804681384;18;156
1997;3943,59518289316;18;155
1997;3399,246031025;18;155
1997;4254,39770147008;18;162
1997;2563,22077806398;18;155
1997;2987,46839456817;18;158
1997;2647,45044436826;18;155
1997;3032,07229850638;18;152
1997;3155,92531415566;18;159
1997;2424,8630230289;18;159
1997;4058,88757022497;18;158
1997;2711,21070549233;18;160
1997;3597,48142008961;18;148
1997;2232,58574684636;18;152
1997;3540,7013115811;18;161
1997;4116,97635840218;18;170
1997;3371,80659499139;18;160
1997;3899,38231283641;18;157
1997;3025,76610367168;18;160
1997;3032,58536261181;18;150
1997;2731,55316849612;18;157
1997;2575,05335232972;18;155
1997;2853,17622104322;18;162
1997;3246,2770832487;18;146
1997;2909,51772908314;18;161
1997;3102,08943896968;18;160
1997;2822,05147078092;18;153
1997;3311,35424394415;18;161
1997;2758,96689246068;18;156
1997;4205,63235151444;18;155
1997;2796,68922717668;18;156
1997;3536,87680297193;18;162
1997;3526,9186932675;18;161
1997;2410,95720375575;18;152
1997;3704,31077256749;18;164
1997;2930,10338939967;18;160
1997;2744,398477465;18;161
1997;2766,07681780515;18;156
1997;2746,169127574;18;151
1997;3222,97544524223;18;150
1997;3442,68183721012;18;162
1997;2923,99323201625;18;157
1997;3393,90449811665;18;154
1997;3269,83249741689;18;154
1997;2423,78656376201;18;154
1997;3609,09365588069;18;163
1997;2366,36113044109;18;149
1997;3245,4653557269;18;158
1997;3291,23737099688;18;151
1997;2644,21800450578;18;148
1997;3429,76919609564;18;160
1997;3492,62065664251;18;160
1997;2904,84691032933;18;159
1997;3504,67237669621;18;145
1997;2503,32060111023;18;147
1997;2695,89415436716;18;154
1997;3150,58414689867;18;160
1997;2740,19264409909;18;157
1997;3374,3173628242;18;163
1997;2361,76365709459;18;161
1997;2709,74171239131;18;145
1997;3358,99733113525;18;161
1997;2709,98580922224;18;162
1997;3581,29015488378;18;157
1997;3192,75749136049;18;154
1997;2927,16066759157;18;161
1997;2618,52742888551;18;150
1997;3221,37282245823;18;157
1997;2261,39574463023;18;156
1997;3793,15352934733;18;156
1997;3505,46681140238;18;154
1997;3647,91952888438;18;156
1997;4167,16702976639;18;151
1997;2662,35319649882;18;164
1997;2524,32711454642;18;152
1997;3238,1391815949;18;149
1997;2783,29340039851;18;152
1997;2663,93783120725;18;151
1997;3431,77853415733;18;155
1997;2776,71029451005;18;162
1997;3328,01254287906;18;165
1997;3053,09057065008;18;151
1997;4137,70463015768;18;164
1997;2994,21048244232;18;148
1997;3159,07453330956;18;149
1997;2976,71868929657;18;155
1997;3820,09859311792;18;159
1997;3086,90492760848;18;149
1997;2866,11554260972;18;156
1997;2582,86339242287;18;157
1997;4173,48550203453;18;159
1997;2954,51971280417;18;154
1997;3149,55996497934;18;158
1997;2479,68614560314;18;149
1997;3471,17328973564;18;157
1997;3017,08104101522;18;150
1997;2580,86329814375;18;155
1997;3521,5041361811;18;159
1997;2858,45922434111;18;152
1997;3062,88020342989;18;157
1997;4149,29026368044;18;160
1997;3571,59753340134;18;161
1997;3215,92001856005;18;148
1997;3290,69807402743;18;147
1997;3127,18569509655;18;158
1997;3514,68304004259;18;153
1997;2120,77331594782;18;155
1997;3558,09984795129;18;158
1997;2364,95030760452;18;161
1997;4226,05292864753;18;158
1997;4023,13308627351;18;148
1997;3246,09478091548;18;149
1997;2886,15983768883;18;163
1997;3657,24240472162;18;161
1997;2581,05874870562;18;157
1997;3175,25051328373;18;145
1997;3394,18792015655;18;152
1997;3423,82369785136;18;158
1997;3584,41922307836;18;161
1997;2630,55783023433;18;155
1997;2687,02326377396;18;161
1997;3211,19406050593;18;161
1997;3391,6132631723;18;163
1997;3564,74795820257;18;154
1997;3349,52435248925;18;157
1997;3324,93861186194;18;157
1997;2580,69959694927;18;159
1997;3675,63532152959;18;151
1997;3547,9101165245;18;150
1997;3287,85850039121;18;162
1997;2872,18913801391;18;155
1997;3365,30458849751;18;148
1997;2384,89484350894;18;148
1997;3003,61191618147;18;153
1997;2813,6957158158;18;154
1997;3673,14958931383;18;157
1997;2616,90394590539;18;165
1997;3230,1964859219;18;152
1997;2837,78647016942;18;163
1997;3819,75122559636;18;150
1997;2855,82502915703;18;160
1997;3168,37898547928;18;164
1997;3132,70777458569;18;160
1997;2703,18797323628;18;158
1997;2533,43007090033;18;148
1997;2980,52053671647;18;160
1997;2776,60688751677;18;163
1997;2524,73151680372;18;148
1997;3036,31438327478;18;154
1997;3153,69439330695;18;157
1997;3011,3426004605;18;158
1997;3008,72648927266;18;146
1997;3659,40175567301;18;149
1997;3510,02971599937;18;146
1997;3125,45832948238;18;156
1997;2789,81527558509;18;152
1997;2796,82793221918;18;163
1997;2140,877470546;18;153
1997;3677,50699504658;18;163
1997;3750,18456213257;18;158
1997;2475,04671431724;18;156
1997;2943,04300598503;18;162
1997;3962,32723299872;18;161
1997;4190,14222022923;18;164
1997;2594,15551631022;18;158
1997;3151,84606953812;18;156
1997;4429,31925537548;18;169
1997;3168,76191730695;18;160
1997;2855,02695021298;18;150
1997;3594,13720538806;18;159
1997;3049,52386440165;18;165
1997;2949,92148719361;18;145
1997;2516,95884595543;18;155
1997;2353,8810160469;18;160
1997;3342,98778625315;18;149
1997;3341,33820830341;18;158
1997;3507,77762858446;18;157
1997;3633,64080297662;18;160
1997;3179,57472408388;18;161
1997;3981,40333418289;18;169
1997;3467,55633743796;18;162
1997;4003,50801094013;18;160
1997;3417,82275862897;18;161
1997;3149,20220270664;18;158
1997;3480,81262085646;18;162
1997;2958,6407293974;18;158
1997;2822,32712503501;18;163
1997;3289,10749546249;18;160
1997;3721,54226393894;18;154
1997;3299,34675761367;18;157
1997;3119,54334233675;18;167
1997;3047,81206633948;18;157
1997;3759,65715765763;18;161
1997;3244,38965313817;18;167
1997;4258,11392017387;18;168
1997;4478,18956314783;18;166
1997;2432,49131985029;18;146
1997;3381,43485415977;18;166
1997;2882,85924762092;18;158
1997;2861,24878445927;18;157
1997;2823,54846968533;18;155
1997;2874,39383650626;18;167
1997;2997,54031809408;18;160
1997;3902,36497962187;18;156
1997;3686,49598880981;18;155
1997;2628,72796045216;18;163
1997;3280,79593672891;18;154
1997;2979,26714444;18;165
1997;2940,10673749944;18;146
1997;3179,8514283342;18;149
1997;3179,54065333967;18;147
1997;2729,90755576256;18;151
1997;3767,46726987901;18;158
1997;3521,40136133036;18;162
1997;3737,38511578778;18;154
1997;3169,52635233521;18;159
1997;3630,8513487755;18;158
1997;2954,20965231237;18;169
1997;3989,27852822797;18;158
1997;3102,81903224895;18;166
1997;3076,91235300502;18;159
1997;4447,03211534888;18;166
1997;3366,59055539776;18;170
1997;2879,34736819785;18;162
1997;3836,83760178082;18;161
1997;2802,21069056045;18;168
1997;3684,60598467129;18;167
1997;2504,85298913075;18;161
1997;4230,58490451414;18;164
1997;3237,24526331226;18;168
1997;3238,08302401702;18;164
1997;3945,19104892978;18;159
1997;3640,91482922588;18;162
1997;3192,88686207434;18;168
1997;3311,66700878385;18;154
1997;2862,34276946902;18;146
1997;3602,94479246718;18;160
1997;3613,72160643054;18;164
1997;3671,30252840584;18;167
1997;3337,45065550661;18;155
1997;3272,6266594907;18;162
1997;3270,92469442595;18;167
1997;3071,80957388785;18;155
1997;3305,7965243698;18;164
1997;3743,58212305513;18;167
1997;4117,85473504674;18;169
1997;3740,31701285405;18;169
1997;2796,11612394845;18;149
1997;3114,53532346645;18;159
1997;2312,79145906054;18;146
1997;2924,6331830555;18;168
1997;3306,97145068167;18;164
1997;3268,80907025293;18;160
1997;3283,64381591971;18;158
1997;3318,59024730264;18;166
1997;3127,59134098481;18;154
1997;2898,02336800638;18;158
1997;3130,96340487365;18;160
1997;3142,36992555277;18;168
1997;2912,09536463689;18;166
1997;3676,96535773237;18;160
1997;3721,97775974653;18;161
1997;2428,54017284177;18;154
1997;2818,75957990357;18;163
1997;3146,4368372645;18;160
1997;2696,11256156086;18;151
1997;3022,08144878008;18;148
1997;3556,3276513827;18;167
1997;3602,04853800085;18;154
1997;3795,46961456431;18;161
1997;3397,60457804848;18;163
1997;2934,15598038953;18;153
1997;3726,14161419393;18;156
1997;3248,15793376219;18;161
1997;3794,39937297085;18;165
1997;3401,92707537404;18;160
1997;3368,34624941451;18;158
1997;3346,71487561239;18;155
1997;3069,21577839028;18;149
1997;3135,0393171371;18;157
1997;4035,08718510305;18;161
1997;2911,08265395542;18;160
1997;2781,01217474585;18;155
1997;3389,76941447504;18;159
1997;3264,52461064301;18;148
1997;3652,93775204669;18;153
1997;3163,5286126022;18;148
1997;2937,3639296624;18;156
1997;3663,48852190602;18;158
1997;3647,94083214767;18;159
1997;3576,78654752722;18;158
1997;2506,27282442425;18;155
1997;2692,83520769899;18;157
1997;3786,45303581751;18;161
1997;3418,0272292548;18;159
1997;3903,83790816037;18;161
1997;2990,70919596831;18;160
1997;3802,12297023663;18;160
1997;3275,88955023218;18;160
1997;3010,22535962612;18;159
1997;3084,40349050171;18;159
1997;2940,30265982111;18;158
1997;3359,6218888971;18;157
1997;2903,56886819688;18;159
1997;2941,6285598041;18;156
1997;2837,67300493614;18;150
1997;2806,18865242572;18;156
1997;3289,53558521629;18;161
1997;3654,65631003702;18;159
1997;3410,99551926388;18;168
1997;3089,35321264739;18;155
1997;3482,77364025935;18;152
1997;3397,59107069681;18;152
1997;2942,10010981164;18;154
1997;3245,45497611923;18;152
1997;3497,91917770181;18;159
1997;2927,60828453254;18;154
1997;2954,53091534891;18;157
1997;3272,44933959858;18;155
1997;2366,08954226264;18;147
1997;2539,16725108403;18;147
1997;3070,99765199135;18;160
1997;3681,51449684471;18;167
1997;2713,2754044078;18;164
1997;2359,82176616395;18;156
1997;3188,17504997698;18;158
1997;2804,03957174465;18;147
1997;2820,40205303467;18;168
1997;3341,01143550433;18;161
1997;3900,57689276321;18;157
1997;2761,88907816625;18;156
1997;3462,79485261482;18;163
1997;2875,09398138295;18;155
1997;2931,21342090211;18;155
1997;3521,70911808544;18;165
1997;2528,78663797149;18;149
1997;2344,16649230899;18;150
1997;2913,13829455822;18;159
1997;3834,47256729723;18;160
1997;2620,63110379727;18;152
1997;2610,63455504564;18;160
1997;2549,60943885073;18;147
1997;4140,41520042303;18;152
1997;2938,83949105375;18;160
1997;3262,69935867098;18;163
1997;2804,35093264754;18;151
1997;3433,52077270813;18;154
1997;3436,88052715824;18;157
1997;2558,8819920518;18;146
1997;3854,87774216495;18;159
1997;3166,7995627932;18;148
1997;3290,71362739189;18;151
1997;3609,94130012122;18;164
1997;4193,68161674914;18;165
1997;3200,87360458461;18;161
1997;3005,11798379052;18;156
1997;3899,86486108519;18;161
1997;2497,56925234967;18;156
1997;2990,90640120178;18;150
1997;3802,58151969862;18;166
1997;3587,32086747109;18;169
1997;3496,44777778431;18;166
1997;3055,05321722115;18;156
1997;4254,87717070061;18;164
1997;4193,28801693136;18;159
1997;3273,20964664921;18;159
1997;3128,92001873338;18;159
1997;3576,23963365335;18;160
1997;2881,48711007724;18;163
1997;3119,14394971243;18;158
1997;2703,09901665482;18;150
1997;3476,93627544691;18;160
1997;3406,549925805;18;163
1997;3337,67536939672;18;154
1997;3090,96629773831;18;157
1997;3098,54925230407;18;146
1997;2652,15140943276;18;151
1997;2580,47741742833;18;154
1997;2473,95501955231;18;151
1997;3545,93206901522;18;164
1997;2925,0797997418;18;160
1997;2909,10894410449;18;155
1997;3222,50395483518;18;168
1997;4220,55228944718;18;158
1997;2690,21770702779;18;158
1997;3285,17205103926;18;160
1997;3358,33606719977;18;147
1997;3417,77455338742;18;162
1997;3315,40440918682;18;163
1997;3871,74148733903;18;161
1997;3285,16173366559;18;159
1997;2655,64206805069;18;162
1997;3105,77433829724;18;155
1997;4187,69929064533;18;169
1997;3517,33095859521;18;147
1997;3497,43911043035;18;160
1997;3270,64537493955;18;159
1997;3007,05243714436;18;153
1997;2935,33210102443;18;165
1997;3627,18125910884;18;161
1997;3356,80019616802;18;158
1997;4350,35657453676;18;165
1997;2845,4498773357;18;153
1997;2637,37760026667;18;150
1997;3215,74516846539;18;150
1997;2853,66984831839;18;166
1997;3070,86958779998;18;152
1997;3283,14471694062;18;152
1997;3765,17164637056;18;159
1997;3888,81733665906;18;163
1997;3110,02876169357;18;153
1997;4398,01071163323;18;163
1997;2828,52559798068;18;170
1997;2901,43557598181;18;154
1997;3307,38301144842;18;161
1997;3277,53659571572;18;152
1997;2891,18719448627;18;156
1997;3083,31733771675;18;158
1997;4049,55504941922;18;162
1997;2435,83617575563;18;146
1997;3275,21924684362;18;159
1997;3288,32660415634;18;159
1997;2435,1026596517;18;152
1997;3638,00442896373;18;158
1997;3310,82762296816;18;153
1997;4272,67348272491;18;159
1997;3163,44887870306;18;156
1997;3392,07296951872;18;155
1997;4395,9716366365;18;166
1997;3087,17677646167;18;158
1997;3460,22609402081;18;159
1997;3885,11826688275;18;168
1997;3534,99634361819;18;166
1997;3574,24376444826;18;156
1997;2853,77317655402;18;154
1997;3766,56678236673;18;154
1997;3225,84386078923;18;162
1997;3302,63389371186;18;159
1997;3332,12856990202;18;162
1997;2905,9112219734;18;155
1997;3663,41060241734;18;152
1997;3296,83024867625;18;155
1997;4040,0993483927;18;157
1997;2915,80017685069;18;162
1997;3714,21040360003;18;167
1997;2906,68525768898;18;146
1997;3240,51479728539;18;159
1997;3592,08737723852;18;163
1997;2164,43744597215;18;151
1997;3373,79719362156;18;160
1997;3905,02021223321;18;155
1997;3614,13862504227;18;157
1997;2835,81717682751;18;157
1997;2710,03419995634;18;161
1997;3650,921519796;18;162
1997;3516,95435604493;18;157
1997;3134,9633049413;18;162
1997;3750,28244720136;18;165
1997;3734,97499825069;18;165
1997;3618,57173669001;18;161
1997;3661,24579802573;18;157
1997;3343,55426480155;18;166
1997;3862,78543087701;18;163
1997;3752,56155262022;18;162
1997;2671,41384572537;18;161
1997;2566,1583082968;18;145
1997;2628,26171714553;18;150
1997;3373,71388338356;18;163
1997;4198,83257012127;18;159
1997;2901,82859062037;18;152
1997;4263,14090996854;18;163
1997;3652,32239380701;18;160
1997;3232,49613418762;18;152
1997;2967,58457741059;18;154
1997;2657,63658494574;18;145
1997;3262,01976617127;18;156
1997;3579,69601512418;18;156
1997;3846,56894000231;18;165
1997;3266,16492541005;18;166
1997;4627,94507595435;18;168
1997;3240,2791255968;18;153
1997;3332,43316773877;18;158
1997;2674,44257155485;18;149
1997;3910,66724767793;18;163
1997;3858,44890723545;18;168
1997;3586,36092488167;18;160
1997;3705,73281822314;18;162
1997;4184,87486297478;18;165
1997;2812,43955770953;18;145
1997;3238,86535188307;18;159
1997;3704,11561896195;18;165
1997;2905,34854724625;18;156
1997;3488,71349459615;18;161
1997;2887,08040510982;18;151
1997;3558,76203991077;18;153
1997;2990,80019043907;18;153
1997;3814,40039761947;18;154
1997;2973,0834772746;18;158
1997;3544,58234271942;18;165
1997;2639,3461372304;18;158
1997;3281,30180582358;18;166
1997;2598,98669096866;18;156
1997;3554,19366922604;18;157
1997;2452,767995193;18;154
1997;3321,25425837092;18;158
1997;3720,69729171023;18;156
1997;3647,01216909742;18;160
1997;3864,27450501628;18;164
1997;3729,89075442123;18;157
1997;3435,32183867812;18;160
1997;4055,44411293853;18;167
1997;3846,98231109176;18;160
1997;3604,83114475764;18;160
1997;3868,830106923;18;160
1997;3659,7706919129;18;160
1997;3635,89071911537;18;165
1997;3961,93088191882;18;162
1997;3806,48695742638;18;163
1997;3776,35068536757;18;157
1997;3484,01479168338;18;160
1997;3646,96372488658;18;161
1997;3707,2850353401;18;158
1997;2541,22063587024;18;153
1997;3094,61690123441;18;154
1997;3239,58624641713;18;157
1997;3060,46079394867;18;160
1997;2474,32474345385;18;146
1997;3981,57877085313;18;155
1997;2955,36304275687;18;159
1997;3575,43810660411;18;155
1997;2892,91570949483;18;157
1997;3209,03011399198;18;158
1997;2617,86879062036;18;151
1997;3501,75164509317;18;155
1997;3533,06796899136;18;162
1997;3219,12229318775;18;150
1997;3768,92820824951;18;162
1997;3130,7048407546;18;158
1997;2555,6231225041;18;146
1997;3625,67827320392;18;165
1997;4031,96759453484;18;164
1997;3783,87748612269;18;162
1997;2380,43430357524;18;153
1997;2740,62222505558;18;152
1997;3793,52995984323;18;161
1997;2955,75638958966;18;152
1997;2583,94080643035;18;145
1997;3040,30543268289;18;155
1997;3204,64300528983;18;155
1997;3391,53277005897;18;160
1997;3055,37729782152;18;153
1997;2976,33670517408;18;156
1997;2843,31837061662;18;156
1997;3677,14561330738;18;161
1997;4079,08677229334;18;163
1997;3273,84538086267;18;161
1997;3927,39266180776;18;164
1997;3982,02647828531;18;159
1997;3396,50743600129;18;159
1997;3412,01460446414;18;159
1997;2875,47289308711;18;154
1997;3300,47760506093;18;159
1997;3075,54539302629;18;157
1997;2507,96924577429;18;147
1997;3184,7656798161;18;158
1997;3364,22904991387;18;160
1997;3945,94810952107;18;158
1997;4505,89756019363;18;165
1997;2519,08677318646;18;154
1997;3982,33516254738;18;165
1997;3763,23156296691;18;158
1997;3537,97923471182;18;162
1997;3692,11025808547;18;158
1997;3252,30012565506;18;156
1997;3636,56485283278;18;160
1997;3300,29360364399;18;158
1997;3228,58397383659;18;156
1997;4333,97322425497;18;169
1997;3578,97088163397;18;160
1997;2972,24628606451;18;155
1997;2999,66817270463;18;154
1997;3513,19262682536;18;161
1997;2968,40512628466;18;147
1997;3260,14840464784;18;157
1997;3513,20143895507;18;161
1997;2968,53918237583;18;154
1997;3562,3711955535;18;160
1997;3545,46821432322;18;162
1997;3346,32673707341;18;158
1997;3991,63039830891;18;169
1997;3432,94589548211;18;161
1997;2666,33116309235;18;155
1997;2907,52287434115;18;157
1997;3532,29465291036;18;161
1997;3196,50028385775;18;161
1997;3197,55521041366;18;159
1997;4575,10428301398;18;169
1997;3683,1844129893;18;162
1997;2734,58766341682;18;153
1997;3790,36122829941;18;159
1997;4005,98940452625;18;161
1997;2988,16432340539;18;148
1997;3525,33930401427;18;157
1997;2662,03489075694;18;154
1997;3473,46592649187;18;161
1997;2907,45570992314;18;152
